mat_id,mo100,mo101,mo102,mo103,mo104,mo105,mo106,mo107,mo108,mo109,mo110
mat_name,d_cbd,d_tc,d_uni,d_ubc,d_sfu,d_air,d_yvr,d_ns,d_dtes,d_fry,d_hosp
mat_desc,cbd dummy,towncentre dummy,university dummy,ubc dummy,sfu dummy,airport dummy,yvr dummy,northshore dummy,downtowneastidedummy,ferrydummy,hospitaldummy
TAZ1700,cbd,towncentre,university,ubc,sfu,airport,yvr,northshore,dtes,ferry,hospital
22290,1,0,0,0,0,0,0,0,0,0,0
22300,1,0,0,0,0,0,0,0,0,0,0
22310,1,0,0,0,0,0,0,0,0,0,0
22320,1,0,0,0,0,0,0,0,0,0,0
22330,1,0,0,0,0,0,0,0,0,0,0
22340,1,0,0,0,0,0,0,0,0,0,0
22350,1,0,0,0,0,0,0,0,0,0,0
22360,1,0,0,0,0,0,0,0,0,0,0
22370,1,0,0,0,0,0,0,0,0,0,0
22380,1,0,0,0,0,0,0,0,0,0,0
22390,1,0,0,0,0,0,0,0,0,0,0
22400,1,0,0,0,0,0,0,0,0,0,0
22410,1,0,0,0,0,0,0,0,0,0,0
22420,1,0,0,0,0,0,0,0,0,0,0
22430,1,0,0,0,0,0,0,0,0,0,0
22440,1,0,0,0,0,0,0,0,0,0,0
22450,1,0,0,0,0,0,0,0,0,0,0
22460,1,0,0,0,0,0,0,0,0,0,0
22470,1,0,0,0,0,0,0,0,0,0,0
22480,1,0,0,0,0,0,0,0,1,0,0
22490,1,0,0,0,0,0,0,0,0,0,0
22500,1,0,0,0,0,0,0,0,0,0,0
22510,1,0,0,0,0,0,0,0,0,0,0
22520,1,0,0,0,0,0,0,0,0,0,0
22530,1,0,0,0,0,0,0,0,0,0,0
22540,1,0,0,0,0,0,0,0,0,0,0
22550,1,0,0,0,0,0,0,0,0,0,0
22560,1,0,0,0,0,0,0,0,0,0,0
22570,1,0,0,0,0,0,0,0,0,0,0
22580,1,0,0,0,0,0,0,0,0,0,0
22590,1,0,0,0,0,0,0,0,0,0,0
22600,1,0,0,0,0,0,0,0,0,0,0
22610,1,0,0,0,0,0,0,0,0,0,0
22620,1,0,0,0,0,0,0,0,1,0,0
22630,1,0,0,0,0,0,0,0,0,0,0
22640,1,0,0,0,0,0,0,0,0,0,0
22650,1,0,0,0,0,0,0,0,0,0,0
22660,1,0,0,0,0,0,0,0,0,0,0
22670,1,0,0,0,0,0,0,0,0,0,0
22680,1,0,0,0,0,0,0,0,0,0,0
22690,1,0,0,0,0,0,0,0,0,0,0
22700,1,0,0,0,0,0,0,0,0,0,0
22710,1,0,0,0,0,0,0,0,0,0,0
22720,1,0,0,0,0,0,0,0,0,0,0
22730,1,0,0,0,0,0,0,0,0,0,0
22740,1,0,0,0,0,0,0,0,0,0,0
22750,1,0,0,0,0,0,0,0,0,0,0
22760,1,0,0,0,0,0,0,0,0,0,0
22770,1,0,0,0,0,0,0,0,0,1,0
22780,1,0,0,0,0,0,0,0,0,0,0
22790,1,0,0,0,0,0,0,0,0,0,0
22800,1,0,0,0,0,0,0,0,0,0,0
22810,1,0,0,0,0,0,0,0,0,0,0
22820,1,0,0,0,0,0,0,0,0,0,0
22830,1,0,0,0,0,0,0,0,0,0,0
22840,1,0,0,0,0,0,0,0,0,0,0
22850,0,0,0,0,0,0,0,0,0,0,0
22860,1,0,0,0,0,0,0,0,0,0,0
22870,1,0,0,0,0,0,0,0,0,0,0
22880,1,0,0,0,0,0,0,0,0,0,0
22890,1,0,0,0,0,0,0,0,0,0,0
22900,1,0,0,0,0,0,0,0,0,0,0
22910,1,0,0,0,0,0,0,0,0,0,0
23010,0,0,0,0,0,0,0,0,0,0,0
23020,0,0,0,0,0,0,0,0,0,0,0
23030,0,0,0,0,0,0,0,0,0,0,0
23040,0,0,0,0,0,0,0,0,0,0,0
23050,0,0,0,0,0,0,0,0,0,0,0
23060,0,0,0,0,0,0,0,0,0,0,0
23070,0,0,0,0,0,0,0,0,0,0,0
23080,0,0,0,0,0,0,0,0,0,0,0
23090,0,0,0,0,0,0,0,0,0,0,0
23100,0,0,0,0,0,0,0,0,0,0,0
23110,0,0,0,0,0,0,0,0,0,0,0
23120,0,0,0,0,0,0,0,0,0,0,0
23130,0,0,0,0,0,0,0,0,0,0,0
23140,0,0,0,0,0,0,0,0,0,0,0
23150,0,0,0,0,0,0,0,0,0,0,0
23160,0,0,0,0,0,0,0,0,0,0,0
23170,0,0,0,0,0,0,0,0,0,0,0
23180,0,0,0,0,0,0,0,0,0,0,0
23190,0,0,0,0,0,0,0,0,0,0,0
23200,0,0,0,0,0,0,0,0,0,0,0
23210,0,0,0,0,0,0,0,0,0,0,0
23220,0,0,0,0,0,0,0,0,0,0,0
23230,0,0,0,0,0,0,0,0,0,0,0
23240,0,0,0,0,0,0,0,0,0,0,0
23250,0,0,0,0,0,0,0,0,0,0,0
23260,0,0,0,0,0,0,0,0,0,0,0
23270,0,0,0,0,0,0,0,0,0,0,0
23280,0,0,0,0,0,0,0,0,0,0,0
23290,0,0,0,0,0,0,0,0,0,0,0
23300,0,0,0,0,0,0,0,0,0,0,0
23310,0,0,0,0,0,0,0,0,0,0,0
23320,0,0,0,0,0,0,0,0,0,0,0
23330,0,0,0,0,0,0,0,0,0,0,0
23340,0,0,0,0,0,0,0,0,0,0,0
23350,0,0,0,0,0,0,0,0,0,0,0
23360,0,0,0,0,0,0,0,0,0,0,0
23370,0,0,0,0,0,0,0,0,0,0,1
23380,0,0,0,0,0,0,0,0,0,0,0
23390,0,0,0,0,0,0,0,0,0,0,0
23400,0,0,0,0,0,0,0,0,0,0,1
23410,0,0,0,0,0,0,0,0,0,0,0
23420,0,0,0,0,0,0,0,0,0,0,0
23430,0,0,0,0,0,0,0,0,0,0,0
23440,0,0,0,0,0,0,0,0,0,0,0
23450,0,0,0,0,0,0,0,0,0,0,0
23460,0,0,0,0,0,0,0,0,0,0,0
23470,0,0,0,0,0,0,0,0,0,0,0
23480,0,0,0,0,0,0,0,0,0,0,0
23490,0,0,0,0,0,0,0,0,0,0,0
23500,0,0,0,0,0,0,0,0,0,0,0
23510,0,0,0,0,0,0,0,0,0,0,0
23520,0,0,0,0,0,0,0,0,0,0,0
23530,0,0,0,0,0,0,0,0,0,0,0
23540,0,0,0,0,0,0,0,0,0,0,0
23550,0,0,0,0,0,0,0,0,0,0,0
23560,0,0,0,0,0,0,0,0,0,0,0
23570,0,0,0,0,0,0,0,0,0,0,0
23580,0,0,0,0,0,0,0,0,0,0,0
23590,0,0,0,0,0,0,0,0,0,0,0
23600,0,0,0,0,0,0,0,0,0,0,0
23610,0,0,0,0,0,0,0,0,0,0,0
23620,0,0,0,0,0,0,0,0,0,0,0
23630,0,0,0,0,0,0,0,0,0,0,0
23640,0,0,0,0,0,0,0,0,0,0,0
23650,0,0,0,0,0,0,0,0,0,0,0
23660,0,0,0,0,0,0,0,0,0,0,0
23670,0,0,0,0,0,0,0,0,0,0,0
23680,0,0,0,0,0,0,0,0,0,0,0
23690,0,0,0,0,0,0,0,0,0,0,0
23700,0,0,0,0,0,0,0,0,0,0,0
23710,0,0,0,0,0,0,0,0,0,0,0
23720,0,0,0,0,0,0,0,0,0,0,0
23730,0,0,0,0,0,0,0,0,0,0,0
23740,0,0,0,0,0,0,0,0,0,0,0
23750,0,0,0,0,0,0,0,0,0,0,0
23760,0,0,0,0,0,0,0,0,0,0,0
23770,0,0,0,0,0,0,0,0,0,0,0
23780,0,0,0,0,0,0,0,0,0,0,0
23790,0,0,0,0,0,0,0,0,0,0,0
23800,0,0,0,0,0,0,0,0,0,0,1
23810,0,0,0,0,0,0,0,0,0,0,0
24010,0,0,0,0,0,0,0,0,0,0,0
24020,0,0,0,0,0,0,0,0,0,0,0
24030,0,0,0,0,0,0,0,0,0,0,0
24040,0,0,0,0,0,0,0,0,0,0,0
24050,0,0,0,0,0,0,0,0,0,0,0
24060,0,0,0,0,0,0,0,0,0,0,0
24070,0,0,0,0,0,0,0,0,0,0,0
24080,0,0,0,0,0,0,0,0,0,0,0
24090,0,0,0,0,0,0,0,0,0,0,0
24100,0,0,0,0,0,0,0,0,0,0,0
24110,0,0,0,0,0,0,0,0,0,0,0
24120,0,0,0,0,0,0,0,0,0,0,0
24130,0,0,0,0,0,0,0,0,0,0,0
24140,0,0,0,0,0,0,0,0,0,0,0
24150,0,0,0,0,0,0,0,0,0,0,0
24160,0,0,0,0,0,0,0,0,0,0,0
24170,0,0,0,0,0,0,0,0,0,0,0
24180,0,0,0,0,0,0,0,0,0,0,0
24190,0,0,0,0,0,0,0,0,0,0,0
24200,0,0,0,0,0,0,0,0,0,0,0
24210,0,0,0,0,0,0,0,0,0,0,0
24220,0,1,0,0,0,0,0,0,0,0,0
24230,0,0,0,0,0,0,0,0,0,0,0
24240,0,0,0,0,0,0,0,0,0,0,0
24250,0,0,0,0,0,0,0,0,0,0,0
24260,0,0,0,0,0,0,0,0,0,0,0
24270,0,0,0,0,0,0,0,0,0,0,0
24280,0,0,0,0,0,0,0,0,0,0,0
24290,0,0,0,0,0,0,0,0,0,0,0
24300,0,0,0,0,0,0,0,0,0,0,0
24310,0,0,0,0,0,0,0,0,0,0,0
24320,0,0,1,0,0,0,0,0,0,0,0
24330,0,0,0,0,0,0,0,0,0,0,0
24340,0,0,0,0,0,0,0,0,0,0,0
24350,0,0,0,0,0,0,0,0,0,0,0
24360,0,0,0,0,0,0,0,0,0,0,0
24370,0,0,0,0,0,0,0,0,0,0,0
24380,0,0,0,0,0,0,0,0,0,0,0
24390,0,0,0,0,0,0,0,0,0,0,0
24400,0,0,0,0,0,0,0,0,0,0,0
24410,0,0,0,0,0,0,0,0,0,0,0
24420,0,0,0,0,0,0,0,0,0,0,0
24430,0,0,0,0,0,0,0,0,0,0,0
24440,0,0,0,0,0,0,0,0,0,0,0
24450,0,0,0,0,0,0,0,0,0,0,0
24460,0,0,0,0,0,0,0,0,0,0,0
24470,0,0,0,0,0,0,0,0,0,0,0
25010,0,0,0,0,0,0,0,0,0,0,0
25020,0,0,0,0,0,0,0,0,1,0,0
25030,0,0,0,0,0,0,0,0,0,0,0
25040,0,0,0,0,0,0,0,0,0,0,0
25050,0,0,0,0,0,0,0,0,0,0,0
25060,0,0,0,0,0,0,0,0,0,0,0
25070,0,0,0,0,0,0,0,0,0,0,0
25080,0,0,0,0,0,0,0,0,0,0,0
25090,0,0,0,0,0,0,0,0,1,0,0
25100,0,0,0,0,0,0,0,0,1,0,0
25110,0,0,0,0,0,0,0,0,1,0,0
25120,0,0,0,0,0,0,0,0,1,0,0
25130,0,0,0,0,0,0,0,0,1,0,0
25140,0,0,0,0,0,0,0,0,0,0,0
25150,0,0,0,0,0,0,0,0,0,0,0
25160,0,0,0,0,0,0,0,0,1,0,0
25170,0,0,0,0,0,0,0,0,1,0,0
25180,0,0,0,0,0,0,0,0,1,0,0
25190,0,0,0,0,0,0,0,0,1,0,0
25200,0,0,0,0,0,0,0,0,1,0,0
25210,0,0,0,0,0,0,0,0,1,0,0
25220,0,0,0,0,0,0,0,0,1,0,0
25230,0,0,0,0,0,0,0,0,1,0,0
25240,0,0,0,0,0,0,0,0,0,0,0
25250,0,0,0,0,0,0,0,0,0,0,0
25260,0,0,0,0,0,0,0,0,0,0,0
25270,0,0,0,0,0,0,0,0,0,0,0
25280,0,0,0,0,0,0,0,0,0,0,0
25290,0,0,0,0,0,0,0,0,0,0,0
25300,0,0,0,0,0,0,0,0,0,0,0
25310,0,0,0,0,0,0,0,0,0,0,0
25320,0,0,0,0,0,0,0,0,0,0,0
25330,0,0,0,0,0,0,0,0,0,0,0
25340,0,0,0,0,0,0,0,0,0,0,0
25350,0,0,0,0,0,0,0,0,0,0,0
25360,0,0,0,0,0,0,0,0,0,0,0
25370,0,0,0,0,0,0,0,0,0,0,0
25380,0,0,0,0,0,0,0,0,0,0,0
25390,0,0,0,0,0,0,0,0,0,0,0
25400,0,0,0,0,0,0,0,0,0,0,0
25410,0,0,0,0,0,0,0,0,0,0,0
25420,0,0,0,0,0,0,0,0,0,0,0
25430,0,0,0,0,0,0,0,0,0,0,0
25440,0,0,0,0,0,0,0,0,0,0,0
25450,0,0,0,0,0,0,0,0,0,0,0
25460,0,0,0,0,0,0,0,0,0,0,0
25470,0,0,0,0,0,0,0,0,0,0,0
25480,0,0,0,0,0,0,0,0,0,0,0
25490,0,0,1,0,0,0,0,0,0,0,0
25500,0,0,0,0,0,0,0,0,0,0,0
25510,0,0,0,0,0,0,0,0,0,0,0
25520,0,0,0,0,0,0,0,0,0,0,0
25530,0,0,0,0,0,0,0,0,0,0,0
25540,0,0,0,0,0,0,0,0,0,0,0
25550,0,0,0,0,0,0,0,0,0,0,0
25560,0,0,0,0,0,0,0,0,0,0,0
25570,0,0,0,0,0,0,0,0,0,0,0
25580,0,0,0,0,0,0,0,0,0,0,0
25590,0,0,0,0,0,0,0,0,0,0,0
25600,0,0,0,0,0,0,0,0,0,0,0
25610,0,0,0,0,0,0,0,0,0,0,0
25620,0,0,0,0,0,0,0,0,0,0,0
25630,0,0,0,0,0,0,0,0,0,0,0
25640,0,0,0,0,0,0,0,0,0,0,0
25650,0,0,0,0,0,0,0,0,0,0,0
25660,0,0,0,0,0,0,0,0,0,0,0
25670,0,0,0,0,0,0,0,0,0,0,0
25680,0,0,0,0,0,0,0,0,0,0,0
25690,0,0,0,0,0,0,0,0,0,0,0
25700,0,0,0,0,0,0,0,0,0,0,0
25710,0,0,0,0,0,0,0,0,0,0,0
25720,0,0,0,0,0,0,0,0,0,0,0
25730,0,0,0,0,0,0,0,0,0,0,0
25740,0,0,0,0,0,0,0,0,0,0,0
25750,0,0,0,0,0,0,0,0,0,0,0
25760,0,0,0,0,0,0,0,0,0,0,0
25770,0,0,0,0,0,0,0,0,0,0,0
25780,0,0,0,0,0,0,0,0,0,0,0
25790,0,0,0,0,0,0,0,0,0,0,0
25800,0,0,0,0,0,0,0,0,0,0,0
25810,0,0,0,0,0,0,0,0,0,0,0
25820,0,0,0,0,0,0,0,0,0,0,0
25830,0,0,0,0,0,0,0,0,0,0,0
25840,0,0,0,0,0,0,0,0,0,0,0
25850,0,0,0,0,0,0,0,0,0,0,0
25860,0,0,0,0,0,0,0,0,0,0,0
25870,0,0,0,0,0,0,0,0,0,0,0
25880,0,0,0,0,0,0,0,0,0,0,0
25890,0,0,0,0,0,0,0,0,0,0,0
25900,0,0,0,0,0,0,0,0,0,0,0
25910,0,0,0,0,0,0,0,0,0,0,0
25920,0,0,0,0,0,0,0,0,0,0,0
26010,0,0,0,0,0,0,0,0,0,0,0
26020,0,0,0,0,0,0,0,0,0,0,0
26030,0,0,0,0,0,0,0,0,0,0,0
26040,0,0,0,0,0,0,0,0,0,0,0
26050,0,0,0,0,0,0,0,0,0,0,0
26060,0,0,0,0,0,0,0,0,0,0,0
26070,0,0,0,0,0,0,0,0,0,0,0
26080,0,0,0,0,0,0,0,0,0,0,0
26090,0,0,0,0,0,0,0,0,0,0,0
26100,0,0,0,0,0,0,0,0,0,0,0
26110,0,0,0,0,0,0,0,0,0,0,0
26120,0,0,0,0,0,0,0,0,0,0,0
26130,0,0,0,0,0,0,0,0,0,0,0
26140,0,0,0,0,0,0,0,0,0,0,0
26150,0,0,0,0,0,0,0,0,0,0,0
26160,0,0,0,0,0,0,0,0,0,0,0
26170,0,0,0,0,0,0,0,0,0,0,0
26180,0,0,0,0,0,0,0,0,0,0,0
26190,0,0,0,0,0,0,0,0,0,0,0
26200,0,0,0,0,0,0,0,0,0,0,0
26210,0,0,0,0,0,0,0,0,0,0,0
26220,0,0,0,0,0,0,0,0,0,0,0
26230,0,0,0,0,0,0,0,0,0,0,0
26240,0,0,0,0,0,0,0,0,0,0,0
26250,0,0,0,0,0,0,0,0,0,0,0
26260,0,0,0,0,0,0,0,0,0,0,0
26270,0,0,0,0,0,0,0,0,0,0,0
26280,0,0,0,0,0,0,0,0,0,0,0
26290,0,0,0,0,0,0,0,0,0,0,0
26300,0,0,0,0,0,0,0,0,0,0,0
26310,0,0,0,0,0,0,0,0,0,0,0
26320,0,0,0,0,0,0,0,0,0,0,0
26330,0,0,0,0,0,0,0,0,0,0,0
26340,0,0,0,0,0,0,0,0,0,0,0
26350,0,0,0,0,0,0,0,0,0,0,0
26360,0,0,0,0,0,0,0,0,0,0,0
26370,0,0,0,0,0,0,0,0,0,0,0
26380,0,0,0,0,0,0,0,0,0,0,0
26390,0,0,0,0,0,0,0,0,0,0,0
26400,0,0,0,0,0,0,0,0,0,0,0
26410,0,0,0,0,0,0,0,0,0,0,0
26420,0,0,0,0,0,0,0,0,0,0,0
26430,0,0,0,0,0,0,0,0,0,0,0
26440,0,0,0,0,0,0,0,0,0,0,0
26450,0,0,0,0,0,0,0,0,0,0,0
26460,0,0,0,0,0,0,0,0,0,0,0
26470,0,0,0,0,0,0,0,0,0,0,0
26480,0,0,0,0,0,0,0,0,0,0,0
26490,0,0,0,0,0,0,0,0,0,0,0
26500,0,0,0,0,0,0,0,0,0,0,0
26510,0,0,0,0,0,0,0,0,0,0,0
26520,0,0,0,0,0,0,0,0,0,0,0
26530,0,0,0,0,0,0,0,0,0,0,0
26540,0,0,0,0,0,0,0,0,0,0,0
26550,0,0,0,0,0,0,0,0,0,0,0
26560,0,0,0,0,0,0,0,0,0,0,0
26570,0,0,0,0,0,0,0,0,0,0,0
26580,0,0,0,0,0,0,0,0,0,0,0
26590,0,0,0,0,0,0,0,0,0,0,0
26600,0,0,0,0,0,0,0,0,0,0,0
27010,0,0,0,0,0,0,0,0,0,0,0
27020,0,0,0,0,0,0,0,0,0,0,0
27030,0,0,0,0,0,0,0,0,0,0,0
27040,0,0,0,0,0,0,0,0,0,0,0
27050,0,0,0,0,0,0,0,0,0,0,0
27060,0,0,0,0,0,0,0,0,0,0,0
27070,0,0,0,0,0,0,0,0,0,0,0
27080,0,0,0,0,0,0,0,0,0,0,0
27090,0,0,0,0,0,0,0,0,0,0,0
27100,0,0,0,0,0,0,0,0,0,0,0
27110,0,0,0,0,0,0,0,0,0,0,0
27120,0,0,0,0,0,0,0,0,0,0,0
27130,0,0,0,0,0,0,0,0,0,0,0
27140,0,0,0,0,0,0,0,0,0,0,0
27150,0,0,0,0,0,0,0,0,0,0,0
27160,0,0,0,0,0,0,0,0,0,0,0
27170,0,0,1,0,1,0,0,0,0,0,0
27180,0,0,0,0,0,0,0,0,0,0,0
27190,0,0,0,0,0,0,0,0,0,0,0
27200,0,0,0,0,0,0,0,0,0,0,0
27210,0,0,0,0,0,0,0,0,0,0,0
27220,0,0,0,0,0,0,0,0,0,0,0
27230,0,0,0,0,0,0,0,0,0,0,0
27240,0,0,0,0,0,0,0,0,0,0,0
27250,0,0,0,0,0,0,0,0,0,0,0
27260,0,0,0,0,0,0,0,0,0,0,0
27270,0,1,0,0,0,0,0,0,0,0,0
27280,0,1,0,0,0,0,0,0,0,0,0
27290,0,0,0,0,0,0,0,0,0,0,0
27300,0,0,0,0,0,0,0,0,0,0,0
27310,0,1,0,0,0,0,0,0,0,0,0
27320,0,1,0,0,0,0,0,0,0,0,0
27330,0,1,0,0,0,0,0,0,0,0,0
27340,0,1,0,0,0,0,0,0,0,0,0
27350,0,1,0,0,0,0,0,0,0,0,0
27360,0,1,0,0,0,0,0,0,0,0,0
